Comment,Forum
屌,LIHKG
咁手足係咪唔洗理,LIHKG
"確定
唔係你以為邊個去圍大波華",LIHKG
我只係知呢度五毛佔多數，屌呢班5毛比批評機上有咩人更有價值。,LIHKG
"平時係英國有啲咩活動就多謝手足前多謝手足後
而家英國嗰邊食屎，人地返嚟就屌人自撚私",LIHKG
"你唔撚自私?
香港得你有份既
我渣三星番香港要問過你?",LIHKG
"共享英國人榮耀囉,咁簡單
我就無福消受啦
喂,我而家晌香港,唔驚架?我1月開始到驚到而家呀
你地隨時一個番到黎,惹到一街都係INFECTED,又唔會惹到我架?",LIHKG
"佢地飛過海快活過神仙
其他人就上網屌兩句都唔撚得",LIHKG
"幾多人會自我隔離我答你唔到 最少如果我係當時人我一定會自我隔離, 我識有人唔自我隔離既我亦都會屌柒佢
你識諗前線醫護 , 你又唔識諗下留係英國就有60-80%會中corona既人?",LIHKG
"會架
咁你咪匿埋係屋企咪撚出黎",LIHKG
"手足當然歡迎啦，亦都唔駛咁驚，手足個個都後生, 輕症多身體健康啊！中招都係廢老
驚打殘埋香港醫療系統多過自己中招先啦",LIHKG
"肯申報入院驗隔離14日
做足就算係咁
前提係真香港人",LIHKG
"講漏咗
香港Welcome海外手足
屌係屌英國轉機嚟香港嘅支那狗",LIHKG
"你唔係日日龜晌屋企?
你怕咩
唔好出街囉,有外賣架,超市咁多貨又平",LIHKG
得啦，同大陸人一撚樣，鬥賤得架啦！,LIHKG
"正確
屌唔係屌香港人返屋企
係屌班仆街中国人黎香港播毒",LIHKG
都話能左拱樣迫飛機中既機會大過留響英國，除飛你可以閉氣十三粒鐘or帶樽夠十三粒鐘既純氧上機，if airline 比你上！,LIHKG
"利申先 我覺得巴打你都係理性嘅人先打咁多野覆你
佢地係好撚自私 我都同意
不過好多都無得揀 BJ條呢條友太撚癲
講得衰d 都係唔想死姐
不過我都係寧願乖乖地呢埋係屋企算
返香港途中/飛機上危險程度都唔細",LIHKG
記得，仆街嘅係中國正苦同英國正苦,LIHKG
"唔洗架 同中国返黎果班一樣姐
連登仔淨係可以上網屌
阻唔到你返黎架喎",LIHKG
"夠你賤?
拒絕自己國家既人番黎香港
仲衰撚過中國",LIHKG
就算本身無事，隨時俾同機帶菌者感染,LIHKG
"冇話手足唔理 我啲frd都選擇唔返
我只係想講外國個班有好多都政治冷感
我個frd想搞外國線都搞唔起
我只係鄙視衝關個啲
好撚自私",LIHKG
"得啦由歐洲班手足死曬啦
以後無人係歐洲聲援做文宣俾小粉紅嫁禍無人上電視台解話嘅話，唔好問點解",LIHKG
"我覺得你可以咁樣諗下
你呢個年齡中corona fatality rate 好低, 你中左corona都好大機會醫到
你留下英國中左corona 就唔係2%咁計, 邊有NHS你訓",LIHKG
"海外手足 Welcome Home
扮香港人留學歐美既支那狗死全家",LIHKG
其實重點都唔係呢班人係黃定藍，係政府宣布完隔離，又要星期四先實施先on9呀！！,LIHKG
"我都係發洩下姐
俾著係我我都會返啦
不過係我會心甘情願俾人屌",LIHKG
"香港Welcome海外手足
屌係屌英國轉機嚟香港嘅支那狗",LIHKG
"係
但我家人年紀都唔細
返香港除非真係直接去酒店隔十四日
如果唔係返到屋企感染到佢地/任何香港人
我會內疚一世",LIHKG
"留學生／移民撚唔係香港人咩
咁bno平權都要叫停",LIHKG
"我係話你見英國有事就笑柒人叫人留喺英國等死隔岸觀火啊
我唔喺英國我自己都人在香港係咪又要同你交代啊
自私你就認啦 你冇道德高地㗎 柒頭",LIHKG
留學狗表示大把人其實無走,LIHKG
"ON9
唔俾人地真係唔舒服？",LIHKG
"巴打你地喺香港樣樣都要小心
始終人口密度高
不過香港人真係好撚勁
依家極少人感染 一齊加油。",LIHKG
"me too
返香港失業大半年又係一個問題
所以都係諗住留，唯有祝自己好運",LIHKG
"老老實實, 作為一個地道香港人 點會明知自己有機會返離播毒都唔自我隔離14日",LIHKG
返嚟把撚咩屌你老母,LIHKG
"咁香港都有好多港豬 大半年日日吃喝玩樂姐
你frd搞唔起姐 我有frd搞得起喎",LIHKG
"岩喎,咁你驚呀?驚咪唔好返黎囉",LIHKG
你同嗰啲冇事就咱們都是中國人有事就叫人等死嗰啲蝗蟲都無異,LIHKG
"移民撚無資格翻
當香港condom",LIHKG
明知唔舒服都返嗰啲係自私,LIHKG
"你又憑咩知大半都政治冷感
係咪做咗份survey問過全部留學生啊
係就拎出嚟睇過",LIHKG
"第一，為咗政治正確而唔呼籲全港市民戴口罩，用最低成本嘅方法防疫，如果係以前一定叫咗
第二，配合大陸嘅大話，用個腦諗下都知一定大陸唔止武漢有，連澳門新加坡都話有疑似個案，有乜可能其他省份會無？
但香港為咗配合大陸只集中防武漢一個地方，甚至注意力只集中係個濕9街市
第三，驚得罪大陸人防疫措施嚴重不足，日日有疑似個案，直情應該唔好俾武漢人入境啦
依家探下熱就算，搞乜武漢人自願分流根本得啖笑
今次可以買定午餐肉都得啦
以依家同大陸睇齊嘅官員質素，一定大鑊過SARS
不過幾年後又會話全靠大陸同香港聯手抗疫",LIHKG
要高死亡率d人先識驚,LIHKG
"廿幾已經好高
Sars 先得十",LIHKG
"有咩事發生都唔驚,,要鳩縮唔出街都實有得食~~
放在廚房櫃的鑵頭同米,[現鑵頭總存貨有$10000左右]米有50kg
由歐洲火腿,到中國午餐肉,回煱肉,,豆,菜,金寶湯
一箱箱未開太多,,放到出廳[依d全部係魚]
水污染,未驚~~~現有16箱 1.5L X12
其實一向飲樽裝水好耐,現在D水喉水煮完都飲到唔舒服
即食面 有 5箱左右啦
另外,,打邊爐石油氣有存貨 21支,,
來吧~~~
大混亂~~~
特大災難~~~
無水~~無電~~無野買的日子呀~~~
期待,手持午餐肉就可以有西屌的日子",LIHKG
過哂期未,LIHKG
"仲高過沙士嗎?
香港好似有幾單懷疑CASE都出埋院",LIHKG
我都要快啲去光時訂水訂貨,LIHKG
到時防都防唔到,LIHKG
係中國肺炎,LIHKG
抵抗力差嘅廢老會唔會 死一半？,LIHKG
邊個死左？,LIHKG
outdate架啦,LIHKG
當年「沙士」爆發，淘大花園E座因為部份單位浴室既U型隔氣被拆除，令細菌容易在大廈內傳播。,LIHKG
"武漢嘅死亡率係廿幾，SARS得十
因為嗰幾單懷疑case係感冒
但依家最多問題唔係武漢，係對大陸其他省份完全無戒心
大陸其他省份越嚴重，香港都爆得越燦爛",LIHKG
無錯，死撚硬,LIHKG
而且03年後自由行全面開放，依家嘅內地遊客同03年完全無得比,LIHKG
支那其他省份返黎有同樣病徵完全冇新聞報 完全唔知有幾多個疫區,LIHKG
但係好似已經有5個人出咗院，啫係其實都唔係話好勁啫，但如果變咗種又另計,LIHKG
陳局長哈佛幾時做野,LIHKG
拉又拉唔晒，打又唔驚，唯有毒死你班香港人,LIHKG
內你老母個臭閪,LIHKG
"真係衰過03年, 為咗討好支那完全妄顧人命淡化疫情
連最基本叫人勤洗手戴口罩o既宣傳都冇, 個政府墮落到咁撚樣",LIHKG
"講話會出蒙面法嘅時候我已經提出過會有咁嘅一日/可能性, 不過當時個個都話我傻 希望最後唔好真係比我講中",LIHKG
"根本連報紙都唔會提
已經統一口徑",LIHKG
"依家等變人傳人+死亡案例
咁就開始恐慌了",LIHKG
你可以wiki下沙士係順德爆果時既歷史,LIHKG
攬炒,LIHKG
廿幾,LIHKG
"正視聽
係
中国肺炎",LIHKG
"岩岩睇完HBO 套神劇Chernobyl
當年蘇共又係一撚樣撳住曬
最後真係禁都禁唔住",LIHKG
真點攬炒,LIHKG
中point,LIHKG
最恐怖係依加多咗支那人出國 所有國家都有機會被傳染 冇得避,LIHKG
做批發？,LIHKG
"最少都n95/r95
遲啲甚至要戴3311k出街",LIHKG
中國肺炎,LIHKG
識貨隱瞞消息唔上報，死既係平民,LIHKG
午餐肉換淘大花園,LIHKG
"未有公佈死亡個案
淨係公佈咗25%重症率(11/44)
屌你老味 拉",LIHKG
落單到送貨要2-3星期,LIHKG
死曬啲藍絲,LIHKG
午餐肉都係支那製,LIHKG
今日去完上水之後頭痛同發燒，系咪心理作用,LIHKG
冇公佈過死亡個案 樓主on9,LIHKG
危言聳聽,LIHKG
個時有人出院去左淘大,LIHKG
當年既高登仔,LIHKG
"咁就已經太遲了
真攬抄 搖撚準備",LIHKG
"未驚過啦
死咗人, 條屍咪掟落海或者跳樓囉",LIHKG
幾多年前,LIHKG
"午餐肉記得唔好買中國牌子
唔係既話順手送埋豬瘟比你",LIHKG
"陰謀啲咁諗可能會捉示威者隔離 話佢有病
之後就被失蹤 或者 被病死",LIHKG
揾醫生先,LIHKG
"根本無公佈死亡率
認真看待係好事
但係都唔好加啲不實既野
做好啲research先",LIHKG
會考巴年紀果然唔細,LIHKG
有人死啦咩數據何來,LIHKG
中咗肺炎嘅人士，應否先到各區警署報案？,LIHKG
"毅進仔有女有老婆
毒撚得自己一個
邊個無得輸一眼睇曬",LIHKG
即去,LIHKG
巴打有咩事就去睇醫生啦⋯⋯唔好拖知唔知,LIHKG
真心 好快玩完,LIHKG
毒撚又中招,LIHKG
潛伏期先係關鍵,LIHKG
"11月已經買咗買到窮
出咗糧再買考慮郊區儲糧",LIHKG
終於見返呢堆相,LIHKG
見到啲人行岀街仲係未戴口罩就知今次死撚硬,LIHKG
今舖係俾支那攬炒香港人,LIHKG
大家知唔知n95邊到有得買,LIHKG
過完年先見真章,LIHKG
"我今日帶口罩出街，啲人見到我仲好似避開咁，鄰居平時會同我傾幾句，今日搭𨋢企到勁遠
其實個個都wfc",LIHKG
"廿幾係嚴重
同埋呢次大唔大獲取決於病毒唔會唔 人傳人
唔會人傳人咩都係垃圾 啲支那狗中意返大陸自己死撚左去啦",LIHKG
新會然？,LIHKG
推 出街一定要戴口罩,LIHKG
"如果唔係有呢次運動
會有幾多武漢特產送黎香港
多謝勇武",LIHKG
真係仆街了,LIHKG
去廁所提醒大家要勤洗手,LIHKG
啲像素,LIHKG
"不明病毒
但用已知病毒測試梗係呈陰性啦",LIHKG
我話畀你知，香港仲未有人死，咁樣係唔會令到港豬驚架，明唔明呀,LIHKG
希望快d有， 真攬炒! 睇下蒙面法點樣復活!,LIHKG
"全香港攬炒
拉埋班藍絲黑警一齊死",LIHKG
希望班政府官員同功能組別率先共享中國人榮耀,LIHKG
Ching 十幾年到依家都未食曬？,LIHKG
下次入貨唔好再買 made in china 嘅嘢,LIHKG
大爆發先好 死減啲廢老,LIHKG
"依家醫護workload咁大
做都做唔切
一出事死得仲快",LIHKG
金象唔係藍咩,LIHKG
仲未有死亡,LIHKG
其實未有人死係唔會有人理,LIHKG
係先好講 all in 淘大,LIHKG
"根本班狗官就係想借疫情阻止場抗爭
所以乜檢疫功作都唔做",LIHKG
支那一定乘機等疫情過後扮救世主放自由行落嚟扮打救你,LIHKG
口罩版,LIHKG
"仆佢個街直頭封鎖消息
然後屈鳩香港係源頭啦",LIHKG
"黃絲記得圍內載口罩
藍絲由佢地死",LIHKG
依家拎中國午餐肉唔會有西屌,LIHKG
未死人係唔會識驚,LIHKG
"我而家係機場，不知幾多大陸狗係度等行李出境
如果佢地有病就真係死撚梗
而且呢度唔多人戴口罩
完全冇危機意識",LIHKG
"發燒非同小可 唔關心理作用事啦
勸你快啲睇醫生",LIHKG
"香港人 : 最好傳埋落黎，樓價會跌
新聞 : 大跌0.5%",LIHKG
"今次真係智商test
唔戴口罩就等死",LIHKG
一齊攬炒,LIHKG
"我覺得香港有零三年嘅經驗
出現恐慌性拋售嘅機會率大大下降
只要業主揸住啲樓唔賣
基本上都唔會點跌",LIHKG
"中共最大弱點已經在香港暴露
最新公佈對內地投資的資金，八成都經過香港 。反送中事件已經確定 - 嚴重影響香港集資功能 對內地輸血[美元]功能喪失，中共有如失血性腦中風
抗爭運動要勝利 ，集中力量攻打敵人的弱點 ~ 破壞香港金融中心的國際地位
之前黑警可以任意濫捕虐打市民 ， 因為手術不接近心臟或重要部位。 肉隨砧板上被人任意在割。 我們現在抗爭 ，就要直指香港的心臟。 勇武、和理非、文宣組、和你lunch請集中力量攻打中環。
各位手足；今次 [中環反擊戰] 是香港的命運，不成功、便成仁。",LIHKG
燒山fans?,LIHKG
終蟈肺炎,LIHKG
"這裡係連登
你懂的",LIHKG
"就算香港死1百萬人
全部都冇可疑
唔關支那事
完",LIHKG
"再大D
唔夠大，唔識驚",LIHKG
我講嘢嘅 攬炒系，比畀蕭生更加早講， 請起我底,LIHKG
要有人死先得架 唔死啲人唔撚識戴口罩架,LIHKG
攻打中環、 搞到佢哋落街食唔到飯 ，全球基金經理即刻腳震,LIHKG
"經歷過沙士，香港人sense到可能又黎料都知要防患未然
係個仆街政府仲乜都唔做，完全聽上面支笛唔敢自己cut航班，淨係做d探下體溫之類既無謂野
個態度完全係奶左野先算啦～
香港人一定係自救...
橫掂都要自救，不如靠e次中國肺炎壯大黃色圈認受性 :
-自發各種社區衛生活動
-派下口罩
-呼籲大家唔好上去(文宣,落區宣傳...)
-教市民認識中國肺炎
等等...",LIHKG
仲有冇其他？,LIHKG
"係藍
但唔係 made in china
排除 made in china 再選黃藍",LIHKG
"廿幾？？邊度睇
20幾真係好撚誇喎！
成1/4喎",LIHKG
依家內地有機會禁曬啲消息，44宗冇升過邊個信，隨時其他地區先出死亡個案,LIHKG
"春天嚟架啦
記得當年sars時間軸又係差唔多",LIHKG
自願分流真係得啖笑,LIHKG
仲有就黎新年 實有堆人要翻大陸 瀨完野之後再翻黎肯定出事,LIHKG
"午餐肉都係用大陸豬
豬瘟豬",LIHKG
"等高啲死亡率
香港膠官等大陸比指示如何抗疫
又寫落書 得左",LIHKG
"最恐怖係香港帶口罩又驚畀狗打
唔帶口罩又驚會有病
戴唔戴好似都係死",LIHKG
大陸應該死左人，依家等緊香港出現首個死者，出現後，大陸就會話係香港傳入，之後就會公怖內地都有死者。香港再一次表演食死貓。,LIHKG
"屌你
仲食中國午餐肉
柒頭",LIHKG
政府一日唔呼籲 一日出街都唔見好多人戴口罩d廢老咁信得過政府 中左招都當傷風,LIHKG
"其實真係世界末日情況, 出去隊死兩件差佬拎枝炮傍身先至穩陣
平日要學定維修知識， 急救， 同埋電工
幫人可以換食物， 甚至換人地個老婆/女比你出火。都唔好諗啦， 一定中出， 話知佢愛滋",LIHKG
"得啖笑
有9成野都係中國",LIHKG
街市條菜都係中國，餓死都未光覆到香港,LIHKG
"沙士頭一個禮拜都係普通感冒咁
但之後個病人就含哂撚咁
一隻病如果一感染就大大鑊反而冇咁驚
因為有得防
最驚就係有潛伏期
以為冇乜事
點知一發不可收拾
咁就大家一齊死",LIHKG
同意,LIHKG
我哋一定要戴,LIHKG
中國肺炎,LIHKG
"啲廢老周街咳都唔掩嘴
又唔撚戴口罩
無病嗰啲反而要戴口罩避佢地
反智社會 cls",LIHKG
絕對會恐怖過03年,LIHKG
"驗唔到仲勁
新病毒",LIHKG
係未得我一個希望遲d會有多d支那人、黑警同藍絲因為依單野病死,LIHKG
"係囉
公道講句未公佈死亡個案
9up 咩25% 死亡率",LIHKG
屌 快啲戴口罩 出街仲係得好少人戴口罩,LIHKG
本身都想死,LIHKG
"唔開始死人，佢哋唔識驚
點解伊波拉咁多人驚，就係因為死亡率高",LIHKG
"由武漢番黎咳兩聲都話疑似啦
事實依家都無公佈有人真係中左招
成日話攬炒，結果有事就第一個驚先",LIHKG
比起沙士時而家好多有錢咗周圍去旅行，全球攬炒,LIHKG
住新界成日都好多大陸人，今次真係攬炒,LIHKG
"你信唔信就算香港變疫埠啲人都照常返工迫黨鐵巴士
好似無事發生咁",LIHKG
留名等睇中國肺炎傳到去其他國家 雖然我唔想蝗國同藍絲以外嘅人中招 不過只要隻病毒去到外國 外國專家就會做研究 我哋先至會知道佢殺傷力有幾大 只有外國先唔會隱瞞疫情 香港政府收皮啦,LIHKG
"天神：係咪想攬炒？
連登仔： 係吖快啲啦！
天神： 支那肺炎
連登仔：",LIHKG
"天助香港
呢個時候有沙士又有地震
個天都幫我哋",LIHKG
"當年個post
咁多新會然屌你",LIHKG
唔呼籲戴口罩好事 黃既9成都會戴 藍既得2成到 可以幫手消滅幫弱智藍絲 好事黎,LIHKG
究竟政府敢唔敢呼籲全民戴口罩?,LIHKG
最尾嗰句我鐘意,LIHKG
Sars 65歲以上死亡率100廢老下世小心啲,LIHKG
沙士好多無死 但係醫返之後會永久性骨枯,LIHKG
幾年後會話全靠大陸抗疫,LIHKG
第四，特區政府全面禁止口罩進口香港，並引用緊急法再度實施《禁蒙面法》，進行大圍捕,LIHKG
垃圾高官寧願討好中共都唔保護市民,LIHKG
儲緊樽蓋啦,LIHKG
"高鐵一地兩檢終於見真章
因為月台係大陸 香港無權上車check 大陸又唔理
啲人上到香港層已經打散哂 叫人自願check 我身有屎都唔認啦",LIHKG
最好死曬啲廢老，老人院，種票丫拿,LIHKG
"有理由相信支那玩返沙士同一招
整呢啲生化武器出嚟搞到你香港死死下
再用經濟戰術‘’打救’’你班港豬
03年玩過一次 今次香港起佢哋眼中咁撚大鑊 唔懲罰下你班分裂國家份子點得",LIHKG
"係一個佢地可以用黎被消失年青人既方法, DKLM",LIHKG
"公司有同事患過沙士，有骨枯
就算好返行路都係怪怪的，同埋個樣一睇就知經歷過大病
同埋佢好返後都有少少抑鬱",LIHKG
"係就快
我真係唔驚，後生仔死亡率低咁多
死廢老就一撚定",LIHKG
有人死都唔會有人知,LIHKG
最怕係死左都唔話你知呀,LIHKG
"大陸邊有高死亡率
平時冧樓地陷都只對外話死得幾個",LIHKG
係，無錯，我好驚呀,LIHKG
死硬,LIHKG
啲貨過期未?,LIHKG
肺炎 報應 popo,LIHKG
好好笑,LIHKG
"我真心覺得97同03年起碼政府仲有班真心管治嘅香港官（中國口中嘅「港英餘孽」），所以香港先頂得住。
09年都有曾生班底，所以行動先咁快手
今次真係含得撚",LIHKG
"依排除左買口罩，都買多左少少罐頭
以備不時之需",LIHKG
痴撚線入黎就係想睇呢個,LIHKG
我覺得係會展爆發機會大，個個月咁多show啲支那人落曬黎,LIHKG
"突破盲點, 點會淨係得武漢有",LIHKG
"口罩我就戴硬, 你地愛國愛黨, 千其唔好戴呀",LIHKG
"戴口罩 勤洗手 注意個人衛生
我哋唔好俾佢得逞",LIHKG
請快啲支爆 全黨死清光,LIHKG
唔該大家戴口罩,LIHKG
藍絲帶唔帶口罩好呢,LIHKG
好懷念,LIHKG
"21 罐石油氣唔用得好耐, 一日用一罐都係捱到三個星期, 識玩一定係用火水爐或露營電油爐. 屋企存放大量火水、電油 , 包你用到好耐。",LIHKG
"買多個水煲, 必要時煲海水蒸餾化淡水。",LIHKG
"截武漢班次有撚用
其他省無可能無個案
全撚部入境都屬高危",LIHKG
但蕭生之前話冇事喎,LIHKG
"支那死人都唔會公布
所以如果會死人
必定係香港有死人消息先
要有人死啲人先會緊張
如果有潛伏期又會再遲啲
到時已經傳開左",LIHKG
"一定去
呢件會係中肺炎人士最後一樣為香港做嘅野
黑警終於可以死全家",LIHKG
瘋狂去狗屋報案話有黃屍搞事,LIHKG
引致沙士的是病毒，不是細菌。,LIHKG
大爆發會係2月頭,LIHKG
內你老母地咩,LIHKG
呢個世界邊有咁多巧合,LIHKG
屌菊日子,LIHKG
病毒唔係細菌,LIHKG
"邊個post
正常人應該都會預到呢個可能掛",LIHKG
新會然,LIHKG
"點解2003年沙士香港有299人死亡？而新加坡得33人？差唔多十倍呀仆你個街！
因為當年個仆街政府草菅人命，冇一早隔離大陸病人！
咁你信唔信依家呢個政府會話俾你知真相？佢咁驚經濟差，仲會提你帶口罩？佢就係唔想人人帶口罩！
你諗吓，假設你喺大陸中咗招，知道喺大陸好大機會死，而死咗官方都唔會認，咁你又知道香港醫生好犀利，咁你會點做？
俾我就會先搭車去深圳，再落嚟香港，咁你個海關唔通每個大陸人都檢疫咩？仲係靠人自願申報？你都戇鳩鳩嘅！
同埋，你真係信大陸淨係武漢出事？唔會由武漢spread去其他省份？
為求自保，出街帶口罩啦
要一人行一步，防止社區爆發呀",LIHKG
再買淘大,LIHKG
整冧香港->再加大力度放大陸人落嚟振興經濟,LIHKG
"2003 SARS開頭12-2月都係好似冇乜野冇人死
一過左2月就黎料",LIHKG
香港如有死亡個案，就應該紙包唔住火,LIHKG
"香港太多人
我唔介意我自己都",LIHKG
玩大陸當年“沙士”賤招，冇去過疑似疫區，冇朋友親戚中招，通通唔係沙士。咁唔係武漢來就梗係冇問題啦。佢地玩呢啲低能嘢先係攬炒。唔好等政府呼籲啦，出街記得帶口罩,LIHKG
算唔算係人道災難,LIHKG
豬是人嘛？,LIHKG
"集中營, 有張床, 將一大班人困住,
都係等死㗎啦",LIHKG
根本係屋企好過嗰度交叉感染,LIHKG
"最低嗰張唔駛怕
入去困獸鬥，本來陰性都變陽性",LIHKG
"但而家你入咗去佢一定唔會俾你走
應該有好多武警包圍成個地方",LIHKG
咁嘅設備唔方衛生啦,LIHKG
"一樣都係要死
分別在於係屋企等死定係集中等死",LIHKG
"冇病都變有病
又成功消滅低端人口",LIHKG
世衞話ok就ok!,LIHKG
有病無病一齊死,LIHKG
死多啲岩架啦 支那人無資格擁有生命,LIHKG
支那人痾屎都唔識痾,LIHKG
目的是隔離 不是治療 完。,LIHKG
出得返黎就係新人類,LIHKG
唔知有冇命讀完,LIHKG
無連登囝想知蚑那堆狗點,LIHKG
唔係人有咩資格講人道災難,LIHKG
"在這種情況下患者病情只會發展加重。
有咩問題 目的黎
支那垃圾快D死哂唔好為禍人間",LIHKG
入去搞革命,LIHKG
"集中營等死
基本上係一班被種菌的白老鼠，睇下幾耐病發幾時死，再睇下有無病毒突變，攞來做sample",LIHKG
全部等死,LIHKG
根本就係等死 都分唔到乜叫好番,LIHKG
張床望落唔錯 感謝黨,LIHKG
"個環境咁樣一定毒到仆街
難為D 醫療人員, 入去做野同送死冇分別",LIHKG
本身支那大把地方都係咁既衛生 班賤民都習慣嫁啦,LIHKG
"唔怪得知佢地用3萬人仔請清潔工
都係搵命博...",LIHKG
擺明搵個地方等佢哋圍埋一齊死，方便之後一次過燒屍,LIHKG
On9 無人洗咪自己洗囉 自己用完自己洗,LIHKG
呢班根本係比人放逐，係到等死。,LIHKG
最可怕應該係有班軍人係營出面渣槍，等逃走出黎既人,LIHKG
ching 你要搞清楚咩野叫人,LIHKG
世衛真係食屎,LIHKG
唔醫，等死，死左即燒。死晒自然唔會傳染。應該快過搵解藥。,LIHKG
"都無諗住找數
入左去就死嫁啦",LIHKG
都唔係醫護黎，入得去都係著晒保護衣嘅研究員同埋軍方,LIHKG
集中營就差唔多,LIHKG
"唔係, 屋企會傳染埋比家人, 依度就等死
可以話中共已經放棄左依班武漢人",LIHKG
為咗了解自己做乜淪落至此，過幾日唔使死唔眼閉貼切啲,LIHKG
每一個中國人都唔係無辜,LIHKG
"仲用緊依d 咁核突嘅坑渠廁
屌你老母",LIHKG
"地下無瓜子殼無橙皮
咁乾淨?",LIHKG
睇完可以安息,LIHKG
屌你， 就算入去1分鐘，都陰性變陽性啦 仲天真到諗住走,LIHKG
"香港d廁所都係咁
仲要我Office勁多後生
都痾到成塊板都係",LIHKG
"真報應
縱容政權將新疆人入集中營",LIHKG
死得好怨枉,LIHKG
"集中營嚟 唔好話藥 口罩都唔夠
呢啲叫先進國家 仲話厲害了我的国
笑撚死人 一個瘟疫 睇得出支那真係仲存活係七十年代嘅衛生意識",LIHKG
其實支槍係用嚟嚇人，一打到爆血啲病毒會周圍飛，高壓血液係有機會穿透低級口罩,LIHKG
相對比起唔掘個大坑活埋晒所有病人其實已經算係德政。,LIHKG
呢本會唔會係禁書嚟,LIHKG
唔死都變死,LIHKG
"俾坐廁佢地用仲仆街，
痞廁係支那最偉大發明",LIHKG
呢頭好返果頭又中返,LIHKG
用得簡體字，敏感野都filter曬啦,LIHKG
"下面五毛d留言
點解可以咁自欺欺人",LIHKG
相信政府.jpg,LIHKG
人生最後幾餐， 比佢笑下啦,LIHKG
"根本成個國家都好似清朝晚期
一味表面扮強大 , 一遇到大災難就見真章
地方政府核突到連口罩都要互搶 ,
仲有各種醜惡人性, 知道自己有病之後特登周圍傳染出去
而家全世界都知係中國人向全球播毒
其實點會淨係共產黨差,
根本大陸人一樣係冇得救, 唔滅絕大陸人, 大陸人只會好似今次呢單野咁一直害其他人",LIHKG
"如果香港大爆發，結果都會係一樣...
香港一定要守住，唔好俾林鄭奸計得逞！！！",LIHKG
"8日起間醫院喎得啖笑
咩設備都冇，又唔衛生",LIHKG
是旦啦，係唔係演員咪又係死,LIHKG
Push.,LIHKG
"而家先黎睇政治太遲了 同港豬一樣
遲D港豬都要係集中營裡面睇",LIHKG
"果然，殺得最多中國人嘅，本身都係中國人
習帝會唔會同毛魔睇齊呢",LIHKG
似集中營多過醫院,LIHKG
唔死都冇用醫院,LIHKG
"有句說話形容清朝末期好正
打自己塊面扮死肥仔",LIHKG
"床同床近到 冇病都變有病 幾千人交叉感染
又好快變種",LIHKG
原來呢啲就係中國特式醫院,LIHKG
"如果一開始武漢冇人走
醫療資源就可以集中
就係有班武漢賤畜走左搞到四圍傳毒先會唔夠資源",LIHKG
紅十字呢,LIHKG
再唔封關下個到香港,LIHKG
明日香港,LIHKG
"又話習大大全力抗炎嘅？
又過咗幾多億去澳洲呀",LIHKG
入得去 唔病都變病,LIHKG
"唔好笑人
好L過香港D公廁多多聲",LIHKG
見撚到咁仲唔湧入香港隔離14日？,LIHKG
死清光啦支那畜,LIHKG
放心，慢慢會好起來(李克強mode),LIHKG
唔知點解，你講「讀完」，覺得好大浸支那味,LIHKG
"武漢d醫院根本救唔到咁多人, 果班人冇走就等死, 走到出去其他省市起碼都入到醫院, 佢地冇得揀",LIHKG
睇見就開心，入面實幫隻病毒再洗多次牌,LIHKG
大雜交,LIHKG
豬是畜牲,LIHKG
唔覺有乜問題,LIHKG
睇完呀，讀你老母咩大陸仔,LIHKG
"無國界醫生上去救援未？
香港警暴又無反應
咁武漢滿足到佢啦呱？",LIHKG
on9仔，讀完幾時變咗大陸用,LIHKG
根本就喺納粹集中營，以前放毒氣。而家互相放病毒14日未死嗰啲就喺倖存者！,LIHKG
等死？中共係咪諗住班人一齊死方便收屍,LIHKG
佢呢種根本喺戰地醫院咁樣，預咗有人死方便抬走,LIHKG
讀完都變大陸？傻撚左？,LIHKG
同意 張牀褥相當厚 唔打得都睇得,LIHKG
中國醫院關香港咩事,LIHKG
"我真係想睇吓呢單點埋尾
sars畀佢走甩一鑊 今次同武漢 中国中心點",LIHKG
死多D死快D,LIHKG
"反正住滿就放火架啦
咁高要求做乜",LIHKG
"社區無嘢會搞錯
咁樣瞓法陰性都變陽性
過幾日驗多次啦",LIHKG
"其實真係聽清洗啲低端人口喎
人造天災",LIHKG
"咁多鬼城 無人住
駛唔駛玩 集中營",LIHKG
"有冇人發起逃走
然後湧去公安局",LIHKG
俾人捉入去=必死,LIHKG
厲害了！文明大國,LIHKG
不革命就等死,LIHKG
明明就係集中營嚟,LIHKG
點睇都似喺集中營等死,LIHKG
"認真 明知糞便可以傳染 都仲用踎廁
小學生治國真係on9",LIHKG
別做謠,LIHKG
因為冇得食呀,LIHKG
除咗踎廁，佢地連抆屎既廁紙都唔可以沖走，驚塞住條渠，個垃圾藍就係裝呢啲,LIHKG
"然後個垃圾桶無蓋，亦都無人肯清
真係一鑊熟",LIHKG
用座廁會重撚恐怖,LIHKG
整馬桶一樣係踎住用,LIHKG
成個屎坑都係肺炎,LIHKG
會唔會突登放風，就係想你用盡一切方法匿埋，等你喺屋企死，咁咪唔算數囉,LIHKG
佢心應該諗緊：屌你老母，點解我會搞到訓係度？？？等我睇下本書有無解釋先,LIHKG
集中等死區,LIHKG
生畜災難,LIHKG
大型社會實驗姐,LIHKG
唔走咪市政府繼續隱瞞冇人知，資源因為冇通報一樣都係唔夠，最後都係等死,LIHKG
係，睇落幾好訓,LIHKG
